#  E (eV)   dos(E)     Int dos(E) EFermi =  11.342 eV
  -6.173  0.0000E+00  0.0000E+00
  -6.163  0.4585E-02  0.4585E-04
  -6.153  0.1834E-01  0.2292E-03
  -6.143  0.4126E-01  0.6419E-03
  -6.133  0.7336E-01  0.1375E-02
  -6.123  0.1144E+00  0.2520E-02
  -6.113  0.1610E+00  0.4130E-02
  -6.103  0.2107E+00  0.6237E-02
  -6.093  0.2291E+00  0.8528E-02
  -6.083  0.2422E+00  0.1095E-01
  -6.073  0.2500E+00  0.1345E-01
  -6.063  0.2525E+00  0.1597E-01
  -6.053  0.2596E+00  0.1857E-01
  -6.043  0.2777E+00  0.2135E-01
  -6.033  0.2961E+00  0.2431E-01
  -6.023  0.3150E+00  0.2746E-01
  -6.013  0.3343E+00  0.3080E-01
  -6.003  0.3539E+00  0.3434E-01
  -5.993  0.3739E+00  0.3808E-01
  -5.983  0.3939E+00  0.4202E-01
  -5.973  0.4130E+00  0.4615E-01
  -5.963  0.4305E+00  0.5045E-01
  -5.953  0.4460E+00  0.5491E-01
  -5.943  0.4592E+00  0.5950E-01
  -5.933  0.4704E+00  0.6421E-01
  -5.923  0.4847E+00  0.6906E-01
  -5.913  0.4988E+00  0.7404E-01
  -5.903  0.5130E+00  0.7917E-01
  -5.893  0.5280E+00  0.8445E-01
  -5.883  0.5437E+00  0.8989E-01
  -5.873  0.5600E+00  0.9549E-01
  -5.863  0.5769E+00  0.1013E+00
  -5.853  0.5939E+00  0.1072E+00
  -5.843  0.6110E+00  0.1133E+00
  -5.833  0.6283E+00  0.1196E+00
  -5.823  0.6458E+00  0.1260E+00
  -5.813  0.6633E+00  0.1327E+00
  -5.803  0.6813E+00  0.1395E+00
  -5.793  0.7001E+00  0.1465E+00
  -5.783  0.7197E+00  0.1537E+00
  -5.773  0.7401E+00  0.1611E+00
  -5.763  0.7611E+00  0.1687E+00
  -5.753  0.7828E+00  0.1765E+00
  -5.743  0.8054E+00  0.1846E+00
  -5.733  0.8290E+00  0.1929E+00
  -5.723  0.8532E+00  0.2014E+00
  -5.713  0.8780E+00  0.2102E+00
  -5.703  0.9023E+00  0.2192E+00
  -5.693  0.9270E+00  0.2285E+00
  -5.683  0.9520E+00  0.2380E+00
  -5.673  0.9775E+00  0.2478E+00
  -5.663  0.1003E+01  0.2578E+00
  -5.653  0.1030E+01  0.2681E+00
  -5.643  0.1056E+01  0.2787E+00
  -5.633  0.1084E+01  0.2895E+00
  -5.623  0.1115E+01  0.3007E+00
  -5.613  0.1148E+01  0.3121E+00
  -5.603  0.1182E+01  0.3240E+00
  -5.593  0.1215E+01  0.3361E+00
  -5.583  0.1249E+01  0.3486E+00
  -5.573  0.1285E+01  0.3615E+00
  -5.563  0.1322E+01  0.3747E+00
  -5.553  0.1360E+01  0.3883E+00
  -5.543  0.1400E+01  0.4023E+00
  -5.533  0.1440E+01  0.4167E+00
  -5.523  0.1486E+01  0.4315E+00
  -5.513  0.1539E+01  0.4469E+00
  -5.503  0.1598E+01  0.4629E+00
  -5.493  0.1657E+01  0.4795E+00
  -5.483  0.1715E+01  0.4966E+00
  -5.473  0.1776E+01  0.5144E+00
  -5.463  0.1847E+01  0.5329E+00
  -5.453  0.1919E+01  0.5520E+00
  -5.443  0.1994E+01  0.5720E+00
  -5.433  0.2073E+01  0.5927E+00
  -5.423  0.2154E+01  0.6143E+00
  -5.413  0.2236E+01  0.6366E+00
  -5.403  0.2321E+01  0.6598E+00
  -5.393  0.2416E+01  0.6840E+00
  -5.383  0.2518E+01  0.7092E+00
  -5.373  0.2623E+01  0.7354E+00
  -5.363  0.2728E+01  0.7627E+00
  -5.353  0.2836E+01  0.7910E+00
  -5.343  0.2964E+01  0.8207E+00
  -5.333  0.3139E+01  0.8521E+00
  -5.323  0.3357E+01  0.8856E+00
  -5.313  0.3583E+01  0.9215E+00
  -5.303  0.3827E+01  0.9597E+00
  -5.293  0.4091E+01  0.1001E+01
  -5.283  0.4390E+01  0.1045E+01
  -5.273  0.4744E+01  0.1092E+01
  -5.263  0.5140E+01  0.1143E+01
  -5.253  0.5568E+01  0.1199E+01
  -5.243  0.6039E+01  0.1259E+01
  -5.233  0.6581E+01  0.1325E+01
  -5.223  0.7684E+01  0.1402E+01
  -5.213  0.8260E+01  0.1485E+01
  -5.203  0.8778E+01  0.1572E+01
  -5.193  0.8940E+01  0.1662E+01
  -5.183  0.9168E+01  0.1754E+01
  -5.173  0.9406E+01  0.1848E+01
  -5.163  0.9741E+01  0.1945E+01
  -5.153  0.1009E+02  0.2046E+01
  -5.143  0.1050E+02  0.2151E+01
  -5.133  0.1090E+02  0.2260E+01
  -5.123  0.1158E+02  0.2376E+01
  -5.113  0.1216E+02  0.2497E+01
  -5.103  0.1267E+02  0.2624E+01
  -5.093  0.1334E+02  0.2757E+01
  -5.083  0.1534E+02  0.2911E+01
  -5.073  0.1849E+02  0.3096E+01
  -5.063  0.2292E+02  0.3325E+01
  -5.053  0.5207E+02  0.3846E+01
  -5.043  0.1974E+00  0.3848E+01
  -5.033  0.0000E+00  0.3848E+01
  -5.023  0.0000E+00  0.3848E+01
  -5.013  0.0000E+00  0.3848E+01
  -5.003  0.0000E+00  0.3848E+01
  -4.993  0.0000E+00  0.3848E+01
  -4.983  0.0000E+00  0.3848E+01
  -4.973  0.0000E+00  0.3848E+01
  -4.963  0.0000E+00  0.3848E+01
  -4.953  0.0000E+00  0.3848E+01
  -4.943  0.0000E+00  0.3848E+01
  -4.933  0.0000E+00  0.3848E+01
  -4.923  0.0000E+00  0.3848E+01
  -4.913  0.0000E+00  0.3848E+01
  -4.903  0.0000E+00  0.3848E+01
  -4.893  0.0000E+00  0.3848E+01
  -4.883  0.0000E+00  0.3848E+01
  -4.873  0.0000E+00  0.3848E+01
  -4.863  0.0000E+00  0.3848E+01
  -4.853  0.0000E+00  0.3848E+01
  -4.843  0.0000E+00  0.3848E+01
  -4.833  0.0000E+00  0.3848E+01
  -4.823  0.0000E+00  0.3848E+01
  -4.813  0.0000E+00  0.3848E+01
  -4.803  0.0000E+00  0.3848E+01
  -4.793  0.0000E+00  0.3848E+01
  -4.783  0.0000E+00  0.3848E+01
  -4.773  0.0000E+00  0.3848E+01
  -4.763  0.0000E+00  0.3848E+01
  -4.753  0.0000E+00  0.3848E+01
  -4.743  0.0000E+00  0.3848E+01
  -4.733  0.0000E+00  0.3848E+01
  -4.723  0.0000E+00  0.3848E+01
  -4.713  0.0000E+00  0.3848E+01
  -4.703  0.0000E+00  0.3848E+01
  -4.693  0.0000E+00  0.3848E+01
  -4.683  0.0000E+00  0.3848E+01
  -4.673  0.0000E+00  0.3848E+01
  -4.663  0.0000E+00  0.3848E+01
  -4.653  0.0000E+00  0.3848E+01
  -4.643  0.0000E+00  0.3848E+01
  -4.633  0.0000E+00  0.3848E+01
  -4.623  0.0000E+00  0.3848E+01
  -4.613  0.0000E+00  0.3848E+01
  -4.603  0.0000E+00  0.3848E+01
  -4.593  0.0000E+00  0.3848E+01
  -4.583  0.0000E+00  0.3848E+01
  -4.573  0.0000E+00  0.3848E+01
  -4.563  0.0000E+00  0.3848E+01
  -4.553  0.0000E+00  0.3848E+01
  -4.543  0.0000E+00  0.3848E+01
  -4.533  0.0000E+00  0.3848E+01
  -4.523  0.0000E+00  0.3848E+01
  -4.513  0.0000E+00  0.3848E+01
  -4.503  0.0000E+00  0.3848E+01
  -4.493  0.0000E+00  0.3848E+01
  -4.483  0.0000E+00  0.3848E+01
  -4.473  0.0000E+00  0.3848E+01
  -4.463  0.0000E+00  0.3848E+01
  -4.453  0.0000E+00  0.3848E+01
  -4.443  0.0000E+00  0.3848E+01
  -4.433  0.0000E+00  0.3848E+01
  -4.423  0.0000E+00  0.3848E+01
  -4.413  0.0000E+00  0.3848E+01
  -4.403  0.0000E+00  0.3848E+01
  -4.393  0.0000E+00  0.3848E+01
  -4.383  0.0000E+00  0.3848E+01
  -4.373  0.0000E+00  0.3848E+01
  -4.363  0.0000E+00  0.3848E+01
  -4.353  0.0000E+00  0.3848E+01
  -4.343  0.0000E+00  0.3848E+01
  -4.333  0.0000E+00  0.3848E+01
  -4.323  0.0000E+00  0.3848E+01
  -4.313  0.0000E+00  0.3848E+01
  -4.303  0.0000E+00  0.3848E+01
  -4.293  0.0000E+00  0.3848E+01
  -4.283  0.0000E+00  0.3848E+01
  -4.273  0.0000E+00  0.3848E+01
  -4.263  0.0000E+00  0.3848E+01
  -4.253  0.0000E+00  0.3848E+01
  -4.243  0.0000E+00  0.3848E+01
  -4.233  0.0000E+00  0.3848E+01
  -4.223  0.0000E+00  0.3848E+01
  -4.213  0.0000E+00  0.3848E+01
  -4.203  0.0000E+00  0.3848E+01
  -4.193  0.0000E+00  0.3848E+01
  -4.183  0.0000E+00  0.3848E+01
  -4.173  0.0000E+00  0.3848E+01
  -4.163  0.0000E+00  0.3848E+01
  -4.153  0.0000E+00  0.3848E+01
  -4.143  0.0000E+00  0.3848E+01
  -4.133  0.0000E+00  0.3848E+01
  -4.123  0.0000E+00  0.3848E+01
  -4.113  0.0000E+00  0.3848E+01
  -4.103  0.0000E+00  0.3848E+01
  -4.093  0.0000E+00  0.3848E+01
  -4.083  0.0000E+00  0.3848E+01
  -4.073  0.0000E+00  0.3848E+01
  -4.063  0.0000E+00  0.3848E+01
  -4.053  0.0000E+00  0.3848E+01
  -4.043  0.0000E+00  0.3848E+01
  -4.033  0.0000E+00  0.3848E+01
  -4.023  0.0000E+00  0.3848E+01
  -4.013  0.0000E+00  0.3848E+01
  -4.003  0.0000E+00  0.3848E+01
  -3.993  0.0000E+00  0.3848E+01
  -3.983  0.0000E+00  0.3848E+01
  -3.973  0.0000E+00  0.3848E+01
  -3.963  0.0000E+00  0.3848E+01
  -3.953  0.0000E+00  0.3848E+01
  -3.943  0.0000E+00  0.3848E+01
  -3.933  0.0000E+00  0.3848E+01
  -3.923  0.0000E+00  0.3848E+01
  -3.913  0.0000E+00  0.3848E+01
  -3.903  0.0000E+00  0.3848E+01
  -3.893  0.0000E+00  0.3848E+01
  -3.883  0.0000E+00  0.3848E+01
  -3.873  0.0000E+00  0.3848E+01
  -3.863  0.0000E+00  0.3848E+01
  -3.853  0.0000E+00  0.3848E+01
  -3.843  0.0000E+00  0.3848E+01
  -3.833  0.0000E+00  0.3848E+01
  -3.823  0.0000E+00  0.3848E+01
  -3.813  0.0000E+00  0.3848E+01
  -3.803  0.0000E+00  0.3848E+01
  -3.793  0.0000E+00  0.3848E+01
  -3.783  0.0000E+00  0.3848E+01
  -3.773  0.0000E+00  0.3848E+01
  -3.763  0.0000E+00  0.3848E+01
  -3.753  0.0000E+00  0.3848E+01
  -3.743  0.0000E+00  0.3848E+01
  -3.733  0.0000E+00  0.3848E+01
  -3.723  0.0000E+00  0.3848E+01
  -3.713  0.0000E+00  0.3848E+01
  -3.703  0.0000E+00  0.3848E+01
  -3.693  0.0000E+00  0.3848E+01
  -3.683  0.0000E+00  0.3848E+01
  -3.673  0.0000E+00  0.3848E+01
  -3.663  0.0000E+00  0.3848E+01
  -3.653  0.0000E+00  0.3848E+01
  -3.643  0.0000E+00  0.3848E+01
  -3.633  0.0000E+00  0.3848E+01
  -3.623  0.0000E+00  0.3848E+01
  -3.613  0.0000E+00  0.3848E+01
  -3.603  0.0000E+00  0.3848E+01
  -3.593  0.0000E+00  0.3848E+01
  -3.583  0.0000E+00  0.3848E+01
  -3.573  0.0000E+00  0.3848E+01
  -3.563  0.0000E+00  0.3848E+01
  -3.553  0.7140E+00  0.3855E+01
  -3.543  0.2422E+01  0.3879E+01
  -3.533  0.8923E+01  0.3968E+01
  -3.523  0.1582E+02  0.4126E+01
  -3.513  0.2231E+02  0.4349E+01
  -3.503  0.3421E+02  0.4692E+01
  -3.493  0.8274E+02  0.5519E+01
  -3.483  0.4941E+02  0.6013E+01
  -3.473  0.5002E+02  0.6513E+01
  -3.463  0.6178E+02  0.7131E+01
  -3.453  0.6117E+02  0.7743E+01
  -3.443  0.4705E+02  0.8213E+01
  -3.433  0.3027E+02  0.8516E+01
  -3.423  0.2825E+02  0.8798E+01
  -3.413  0.3866E+02  0.9185E+01
  -3.403  0.4176E+02  0.9603E+01
  -3.393  0.3576E+02  0.9960E+01
  -3.383  0.3097E+02  0.1027E+02
  -3.373  0.2857E+02  0.1056E+02
  -3.363  0.2879E+02  0.1084E+02
  -3.353  0.2552E+02  0.1110E+02
  -3.343  0.2759E+02  0.1137E+02
  -3.333  0.3633E+02  0.1174E+02
  -3.323  0.4877E+02  0.1223E+02
  -3.313  0.4613E+02  0.1269E+02
  -3.303  0.5229E+02  0.1321E+02
  -3.293  0.5585E+02  0.1377E+02
  -3.283  0.5561E+02  0.1432E+02
  -3.273  0.6571E+02  0.1498E+02
  -3.263  0.4717E+02  0.1545E+02
  -3.253  0.2982E+02  0.1575E+02
  -3.243  0.2613E+02  0.1601E+02
  -3.233  0.3094E+02  0.1632E+02
  -3.223  0.4411E+02  0.1676E+02
  -3.213  0.7367E+02  0.1750E+02
  -3.203  0.7684E+02  0.1827E+02
  -3.193  0.6750E+02  0.1894E+02
  -3.183  0.3982E+02  0.1934E+02
  -3.173  0.3118E+02  0.1965E+02
  -3.163  0.1815E+02  0.1983E+02
  -3.153  0.4246E+01  0.1988E+02
  -3.143  0.1861E+01  0.1990E+02
  -3.133  0.1750E+01  0.1991E+02
  -3.123  0.1656E+01  0.1993E+02
  -3.113  0.1601E+01  0.1995E+02
  -3.103  0.1569E+01  0.1996E+02
  -3.093  0.1552E+01  0.1998E+02
  -3.083  0.1537E+01  0.1999E+02
  -3.073  0.1525E+01  0.2001E+02
  -3.063  0.1515E+01  0.2002E+02
  -3.053  0.1506E+01  0.2004E+02
  -3.043  0.1488E+01  0.2005E+02
  -3.033  0.1448E+01  0.2007E+02
  -3.023  0.1390E+01  0.2008E+02
  -3.013  0.1339E+01  0.2009E+02
  -3.003  0.1303E+01  0.2011E+02
  -2.993  0.1284E+01  0.2012E+02
  -2.983  0.1272E+01  0.2013E+02
  -2.973  0.1261E+01  0.2015E+02
  -2.963  0.1252E+01  0.2016E+02
  -2.953  0.1245E+01  0.2017E+02
  -2.943  0.1239E+01  0.2018E+02
  -2.933  0.1234E+01  0.2020E+02
  -2.923  0.1232E+01  0.2021E+02
  -2.913  0.1232E+01  0.2022E+02
  -2.903  0.1233E+01  0.2023E+02
  -2.893  0.1234E+01  0.2024E+02
  -2.883  0.1235E+01  0.2026E+02
  -2.873  0.1236E+01  0.2027E+02
  -2.863  0.1237E+01  0.2028E+02
  -2.853  0.1239E+01  0.2029E+02
  -2.843  0.1241E+01  0.2031E+02
  -2.833  0.1242E+01  0.2032E+02
  -2.823  0.1245E+01  0.2033E+02
  -2.813  0.1248E+01  0.2034E+02
  -2.803  0.1251E+01  0.2036E+02
  -2.793  0.1254E+01  0.2037E+02
  -2.783  0.1257E+01  0.2038E+02
  -2.773  0.1261E+01  0.2039E+02
  -2.763  0.1266E+01  0.2041E+02
  -2.753  0.1271E+01  0.2042E+02
  -2.743  0.1277E+01  0.2043E+02
  -2.733  0.1283E+01  0.2045E+02
  -2.723  0.1289E+01  0.2046E+02
  -2.713  0.1295E+01  0.2047E+02
  -2.703  0.1302E+01  0.2048E+02
  -2.693  0.1308E+01  0.2050E+02
  -2.683  0.1311E+01  0.2051E+02
  -2.673  0.1314E+01  0.2052E+02
  -2.663  0.1317E+01  0.2054E+02
  -2.653  0.1322E+01  0.2055E+02
  -2.643  0.1327E+01  0.2056E+02
  -2.633  0.1332E+01  0.2058E+02
  -2.623  0.1337E+01  0.2059E+02
  -2.613  0.1342E+01  0.2060E+02
  -2.603  0.1347E+01  0.2062E+02
  -2.593  0.1352E+01  0.2063E+02
  -2.583  0.1357E+01  0.2064E+02
  -2.573  0.1363E+01  0.2066E+02
  -2.563  0.1370E+01  0.2067E+02
  -2.553  0.1378E+01  0.2068E+02
  -2.543  0.1385E+01  0.2070E+02
  -2.533  0.1393E+01  0.2071E+02
  -2.523  0.1401E+01  0.2073E+02
  -2.513  0.1410E+01  0.2074E+02
  -2.503  0.1418E+01  0.2075E+02
  -2.493  0.1428E+01  0.2077E+02
  -2.483  0.1437E+01  0.2078E+02
  -2.473  0.1447E+01  0.2080E+02
  -2.463  0.1457E+01  0.2081E+02
  -2.453  0.1467E+01  0.2083E+02
  -2.443  0.1478E+01  0.2084E+02
  -2.433  0.1488E+01  0.2086E+02
  -2.423  0.1499E+01  0.2087E+02
  -2.413  0.1510E+01  0.2089E+02
  -2.403  0.1521E+01  0.2090E+02
  -2.393  0.1533E+01  0.2092E+02
  -2.383  0.1545E+01  0.2093E+02
  -2.373  0.1557E+01  0.2095E+02
  -2.363  0.1571E+01  0.2096E+02
  -2.353  0.1584E+01  0.2098E+02
  -2.343  0.1598E+01  0.2100E+02
  -2.333  0.1612E+01  0.2101E+02
  -2.323  0.1627E+01  0.2103E+02
  -2.313  0.1642E+01  0.2104E+02
  -2.303  0.1658E+01  0.2106E+02
  -2.293  0.1673E+01  0.2108E+02
  -2.283  0.1689E+01  0.2110E+02
  -2.273  0.1706E+01  0.2111E+02
  -2.263  0.1722E+01  0.2113E+02
  -2.253  0.1739E+01  0.2115E+02
  -2.243  0.1757E+01  0.2116E+02
  -2.233  0.1776E+01  0.2118E+02
  -2.223  0.1796E+01  0.2120E+02
  -2.213  0.1818E+01  0.2122E+02
  -2.203  0.1842E+01  0.2124E+02
  -2.193  0.1868E+01  0.2126E+02
  -2.183  0.1896E+01  0.2127E+02
  -2.173  0.1925E+01  0.2129E+02
  -2.163  0.1956E+01  0.2131E+02
  -2.153  0.1987E+01  0.2133E+02
  -2.143  0.2021E+01  0.2135E+02
  -2.133  0.2055E+01  0.2137E+02
  -2.123  0.2091E+01  0.2139E+02
  -2.113  0.2157E+01  0.2142E+02
  -2.103  0.2389E+01  0.2144E+02
  -2.093  0.2532E+01  0.2147E+02
  -2.083  0.2564E+01  0.2149E+02
  -2.073  0.2584E+01  0.2152E+02
  -2.063  0.2592E+01  0.2154E+02
  -2.053  0.2588E+01  0.2157E+02
  -2.043  0.2569E+01  0.2159E+02
  -2.033  0.2536E+01  0.2162E+02
  -2.023  0.2511E+01  0.2164E+02
  -2.013  0.2496E+01  0.2167E+02
  -2.003  0.2489E+01  0.2169E+02
  -1.993  0.2492E+01  0.2172E+02
  -1.983  0.2502E+01  0.2174E+02
  -1.973  0.2514E+01  0.2177E+02
  -1.963  0.2526E+01  0.2180E+02
  -1.953  0.2538E+01  0.2182E+02
  -1.943  0.2532E+01  0.2185E+02
